graph1,graph2,2411,2412,6231
"molecule45","molecule37",2,4,2
"molecule45","molecule41",36,44,22
"molecule45","molecule44",5,6,3
"molecule45","molecule61",16,22,13
"molecule45","molecule36",7,10,5
"molecule45","molecule35",19,24,15
"molecule45","molecule20",7,8,7
"molecule45","molecule06",15,18,9
"molecule45","molecule29",17,22,11
"molecule45","molecule46",2,2,4
"molecule45","molecule43",20,24,12
"molecule45","molecule58",10,12,6
"molecule45","molecule01",30,36,18
"molecule45","molecule66",7,8,7
"molecule45","molecule67",17,20,13
"molecule45","molecule11",13,18,15
"molecule45","molecule59",5,6,3
"molecule45","molecule24",5,6,3
"molecule45","molecule08",11,16,11
"molecule45","molecule38",4,6,6
"molecule45","molecule12",30,36,18
"molecule45","molecule28",22,26,16
"molecule45","molecule56",33,42,21
"molecule45","molecule33",7,10,5
"molecule45","molecule27",20,24,12
"molecule45","molecule40",33,42,21
"molecule45","molecule05",9,14,7
"molecule45","molecule42",38,46,24
"molecule25","molecule18",7,10,5
"molecule25","molecule45",2,4,2
"molecule25","molecule31",25,30,15
"molecule25","molecule22",2,4,2
"molecule25","molecule16",12,16,8
"molecule25","molecule65",10,12,6
"molecule25","molecule02",22,28,14
"molecule25","molecule32",10,12,6
"molecule25","molecule48",28,36,18
"molecule25","molecule26",2,2,4
"molecule25","molecule19",12,14,10
"molecule25","molecule14",15,18,9
"molecule25","molecule04",17,22,11
"molecule25","molecule63",33,40,21
"molecule25","molecule00",35,42,21
"molecule25","molecule39",19,25,14
"molecule25","molecule50",40,52,26
"molecule25","molecule09",17,20,13
"molecule25","molecule47",25,34,17
"molecule25","molecule21",5,6,3
"molecule25","molecule13",25,30,15
"molecule25","molecule30",20,24,12
"molecule25","molecule52",50,62,32
"molecule25","molecule23",7,8,7
"molecule25","molecule15",6,10,10
"molecule25","molecule53",15,18,9
"molecule25","molecule62",28,36,18
"molecule25","molecule49",30,38,20
"molecule25","molecule07",12,16,8
"molecule25","molecule34",7,8,7
"molecule25","molecule03",20,24,12
"molecule25","molecule10",14,18,12
"molecule25","molecule51",48,60,30
"molecule25","molecule57",35,44,23
"molecule25","molecule54",12,14,10
"molecule25","molecule64",43,54,27
"molecule25","molecule55",30,40,20
"molecule25","molecule17",10,12,6
"molecule25","molecule60",9,12,9
"molecule25","molecule37",2,4,2
"molecule25","molecule41",36,44,22
"molecule25","molecule44",7,10,5
"molecule25","molecule61",14,19,11
"molecule25","molecule36",7,10,5
"molecule25","molecule35",19,24,13
"molecule25","molecule20",9,12,9
"molecule25","molecule06",15,18,9
"molecule25","molecule29",15,18,9
"molecule25","molecule46",4,6,6
"molecule25","molecule43",20,24,12
"molecule25","molecule58",12,16,8
"molecule25","molecule01",30,36,18
"molecule25","molecule66",7,8,7
"molecule25","molecule67",19,24,13
"molecule25","molecule11",13,18,15
"molecule25","molecule59",7,10,5
"molecule25","molecule24",5,6,3
"molecule25","molecule08",11,16,13
"molecule25","molecule38",4,6,6
"molecule25","molecule12",30,36,18
"molecule25","molecule28",22,26,14
"molecule25","molecule56",33,42,21
"molecule25","molecule33",5,6,3
"molecule25","molecule27",20,24,12
"molecule25","molecule40",33,42,21
"molecule25","molecule05",11,16,9
"molecule25","molecule42",38,46,24
"molecule31","molecule18",24,30,20
"molecule31","molecule45",27,34,17
"molecule31","molecule25",25,30,15
"molecule31","molecule22",25,30,15
"molecule31","molecule16",19,24,17
"molecule31","molecule65",17,22,11
"molecule31","molecule02",9,12,11
"molecule31","molecule32",15,18,9
"molecule31","molecule48",51,62,31
"molecule31","molecule26",25,30,15
"molecule31","molecule19",19,24,17
"molecule31","molecule14",14,18,14
"molecule31","molecule04",14,18,14
"molecule31","molecule63",56,68,34
"molecule31","molecule00",10,12,6
"molecule31","molecule39",41,50,25
"molecule31","molecule50",61,74,37
"molecule31","molecule09",14,18,14
"molecule31","molecule47",46,56,28
"molecule31","molecule21",20,24,12
"molecule31","molecule13",6,10,8
"molecule31","molecule30",5,6,3
"molecule31","molecule52",71,86,43
"molecule31","molecule23",30,36,18
"molecule31","molecule15",29,36,23
"molecule31","molecule53",12,16,8
"molecule31","molecule62",51,62,31
"molecule31","molecule49",51,62,31
"molecule31","molecule07",19,24,17
"molecule31","molecule34",20,24,12
"molecule31","molecule03",9,12,11
"molecule31","molecule10",19,24,17
"molecule31","molecule51",71,86,43
"molecule31","molecule57",56,68,34
"molecule31","molecule54",17,22,11
"molecule31","molecule64",66,80,40
"molecule31","molecule55",51,62,31
"molecule31","molecule17",19,24,17
"molecule31","molecule60",22,28,14
"molecule31","molecule37",25,30,15
"molecule31","molecule41",61,74,37
"molecule31","molecule44",22,28,14
"molecule31","molecule61",36,44,22
"molecule31","molecule36",20,24,12
"molecule31","molecule35",40,48,24
"molecule31","molecule20",24,30,20
"molecule31","molecule06",14,18,14
"molecule31","molecule29",10,12,6
"molecule31","molecule46",27,34,17
"molecule31","molecule43",7,10,5
"molecule31","molecule58",17,22,11
"molecule31","molecule01",7,10,5
"molecule31","molecule66",22,28,14
"molecule31","molecule67",42,52,26
"molecule31","molecule11",34,42,26
"molecule31","molecule59",22,28,14
"molecule31","molecule24",30,36,18
"molecule31","molecule08",34,42,26
"molecule31","molecule38",25,30,15
"molecule31","molecule12",7,10,5
"molecule31","molecule28",45,54,27
"molecule31","molecule56",56,68,34
"molecule31","molecule33",20,24,12
"molecule31","molecule27",45,54,27
"molecule31","molecule40",56,68,34
"molecule31","molecule05",24,30,20
"molecule31","molecule42",61,74,37
"molecule22","molecule18",7,10,5
"molecule22","molecule45",2,4,2
"molecule22","molecule25",2,4,2
"molecule22","molecule31",25,30,15
"molecule22","molecule16",10,12,6
"molecule22","molecule65",10,12,6
"molecule22","molecule02",22,28,14
"molecule22","molecule32",10,12,6
"molecule22","molecule48",30,40,20
"molecule22","molecule26",3,5,4
"molecule22","molecule19",13,17,10
"molecule22","molecule14",15,18,9
"molecule22","molecule04",15,18,9
"molecule22","molecule63",34,43,23
"molecule22","molecule00",35,42,21
"molecule22","molecule39",19,25,14
"molecule22","molecule50",38,48,24
"molecule22","molecule09",18,23,13
"molecule22","molecule47",25,34,17
"molecule22","molecule21",5,6,3
"molecule22","molecule13",25,30,15
"molecule22","molecule30",20,24,12
"molecule22","molecule52",49,61,32
"molecule22","molecule23",6,7,5
"molecule22","molecule15",5,7,8
"molecule22","molecule53",15,18,9
"molecule22","molecule62",28,36,18
"molecule22","molecule49",31,41,22
"molecule22","molecule07",12,16,8
"molecule22","molecule34",8,11,7
"molecule22","molecule03",20,24,12
"molecule22","molecule10",13,17,10
"molecule22","molecule51",48,60,30
"molecule22","molecule57",34,43,23
"molecule22","molecule54",13,17,10
"molecule22","molecule64",41,50,25
"molecule22","molecule55",28,36,18
"molecule22","molecule17",12,16,8
"molecule22","molecule60",8,11,7
"molecule22","molecule37",2,4,2
"molecule22","molecule41",36,44,22
"molecule22","molecule44",5,6,3
"molecule22","molecule61",16,22,13
"molecule22","molecule36",5,6,3
"molecule22","molecule35",18,23,13
"molecule22","molecule20",8,11,7
"molecule22","molecule06",17,22,11
"molecule22","molecule29",15,18,9
"molecule22","molecule46",3,5,4
"molecule22","molecule43",20,24,12
"molecule22","molecule58",10,12,6
"molecule22","molecule01",30,36,18
"molecule22","molecule66",8,11,7
"molecule22","molecule67",18,23,13
"molecule22","molecule11",13,18,15
"molecule22","molecule59",7,10,5
"molecule22","molecule24",5,6,3
"molecule22","molecule08",11,16,13
"molecule22","molecule38",3,5,4
"molecule22","molecule12",30,36,18
"molecule22","molecule28",21,25,14
"molecule22","molecule56",33,42,21
"molecule22","molecule33",7,10,5
"molecule22","molecule27",20,24,12
"molecule22","molecule40",31,38,19
"molecule22","molecule05",9,14,7
"molecule22","molecule42",37,45,24
"molecule16","molecule18",5,6,3
"molecule16","molecule45",10,12,6
"molecule16","molecule25",12,16,8
"molecule16","molecule31",19,24,17
"molecule16","molecule22",10,12,6
"molecule16","molecule65",4,6,6
"molecule16","molecule02",12,16,8
"molecule16","molecule32",6,10,8
"molecule16","molecule48",40,52,26
"molecule16","molecule26",13,17,10
"molecule16","molecule19",3,5,4
"molecule16","molecule14",5,6,3
"molecule16","molecule04",5,6,3
"molecule16","molecule63",44,55,29
"molecule16","molecule00",25,30,15
"molecule16","molecule39",29,37,20
"molecule16","molecule50",48,60,30
"molecule16","molecule09",8,11,7
"molecule16","molecule47",35,46,23
"molecule16","molecule21",7,10,5
"molecule16","molecule13",15,18,9
"molecule16","molecule30",14,18,14
"molecule16","molecule52",59,73,38
"molecule16","molecule23",16,19,11
"molecule16","molecule15",10,12,6
"molecule16","molecule53",9,12,9
"molecule16","molecule62",38,48,24
"molecule16","molecule49",41,53,28
"molecule16","molecule07",2,4,2
"molecule16","molecule34",10,15,9
"molecule16","molecule03",10,12,6
"molecule16","molecule10",3,5,4
"molecule16","molecule51",58,72,36
"molecule16","molecule57",44,55,29
"molecule16","molecule54",7,11,10
"molecule16","molecule64",51,62,31
"molecule16","molecule55",38,48,24
"molecule16","molecule17",2,4,2
"molecule16","molecule60",8,11,7
"molecule16","molecule37",12,16,8
"molecule16","molecule41",46,56,28
"molecule16","molecule44",5,6,3
"molecule16","molecule61",26,34,19
"molecule16","molecule36",7,10,5
"molecule16","molecule35",28,35,19
"molecule16","molecule20",6,7,5
"molecule16","molecule06",7,10,5
"molecule16","molecule29",9,12,11
"molecule16","molecule46",11,13,8
"molecule16","molecule43",14,18,12
"molecule16","molecule58",4,6,6
"molecule16","molecule01",20,24,12
"molecule16","molecule66",8,11,7
"molecule16","molecule67",26,31,17
"molecule16","molecule11",18,23,13
"molecule16","molecule59",7,10,5
"molecule16","molecule24",15,18,9
"molecule16","molecule08",17,22,11
"molecule16","molecule38",13,17,10
"molecule16","molecule12",20,24,12
"molecule16","molecule28",31,37,20
"molecule16","molecule56",43,54,27
"molecule16","molecule33",9,14,7
"molecule16","molecule27",30,36,18
"molecule16","molecule40",41,50,25
"molecule16","molecule05",7,10,5
"molecule16","molecule42",47,57,30
"molecule65","molecule18",9,12,9
"molecule65","molecule45",10,12,6
"molecule65","molecule25",10,12,6
"molecule65","molecule31",17,22,11
"molecule65","molecule22",10,12,6
"molecule65","molecule16",4,6,6
"molecule65","molecule02",12,16,8
"molecule65","molecule32",2,4,2
"molecule65","molecule48",38,48,24
"molecule65","molecule26",11,13,8
"molecule65","molecule19",5,7,8
"molecule65","molecule14",5,6,3
"molecule65","molecule04",7,10,5
"molecule65","molecule63",42,51,27
"molecule65","molecule00",25,30,15
"molecule65","molecule39",29,37,20
"molecule65","molecule50",48,60,30
"molecule65","molecule09",8,11,7
"molecule65","molecule47",33,42,21
"molecule65","molecule21",5,6,3
"molecule65","molecule13",15,18,9
"molecule65","molecule30",12,16,8
"molecule65","molecule52",59,73,38
"molecule65","molecule23",16,19,11
"molecule65","molecule15",14,18,12
"molecule65","molecule53",5,6,3
"molecule65","molecule62",36,44,22
"molecule65","molecule49",39,49,26
"molecule65","molecule07",6,10,8
"molecule65","molecule34",8,11,7
"molecule65","molecule03",10,12,6
"molecule65","molecule10",7,11,10
"molecule65","molecule51",58,72,36
"molecule65","molecule57",44,55,29
"molecule65","molecule54",3,5,4
"molecule65","molecule64",51,62,31
"molecule65","molecule55",38,48,24
"molecule65","molecule17",4,6,6
"molecule65","molecule60",8,11,7
"molecule65","molecule37",12,16,8
"molecule65","molecule41",46,56,28
"molecule65","molecule44",5,6,3
"molecule65","molecule61",24,31,17
"molecule65","molecule36",7,10,5
"molecule65","molecule35",28,35,19
"molecule65","molecule20",10,13,11
"molecule65","molecule06",7,10,5
"molecule65","molecule29",7,10,5
"molecule65","molecule46",11,13,8
"molecule65","molecule43",10,12,6
"molecule65","molecule58",2,4,2
"molecule65","molecule01",20,24,12
"molecule65","molecule66",6,7,5
"molecule65","molecule67",26,31,17
"molecule65","molecule11",22,29,19
"molecule65","molecule59",7,10,5
"molecule65","molecule24",15,18,9
"molecule65","molecule08",21,28,17
"molecule65","molecule38",13,17,10
"molecule65","molecule12",20,24,12
"molecule65","molecule28",31,37,20
"molecule65","molecule56",43,54,27
"molecule65","molecule33",7,10,5
"molecule65","molecule27",30,36,18
"molecule65","molecule40",41,50,25
"molecule65","molecule05",11,16,11
"molecule65","molecule42",47,57,30
"molecule02","molecule18",17,22,11
"molecule02","molecule45",22,28,14
"molecule02","molecule25",22,28,14
"molecule02","molecule31",9,12,11
"molecule02","molecule22",22,28,14
"molecule02","molecule16",12,16,8
"molecule02","molecule65",12,16,8
"molecule02","molecule32",12,16,8
"molecule02","molecule48",48,60,30
"molecule02","molecule26",22,28,14
"molecule02","molecule19",12,16,8
"molecule02","molecule14",7,10,5
"molecule02","molecule04",7,10,5
"molecule02","molecule63",53,66,33
"molecule02","molecule00",15,18,9
"molecule02","molecule39",38,48,24
"molecule02","molecule50",58,72,36
"molecule02","molecule09",7,10,5
"molecule02","molecule47",43,54,27
"molecule02","molecule21",17,22,11
"molecule02","molecule13",7,10,5
"molecule02","molecule30",6,10,10
"molecule02","molecule52",68,84,42
"molecule02","molecule23",27,34,17
"molecule02","molecule15",22,28,14
"molecule02","molecule53",7,10,5
"molecule02","molecule62",48,60,30
"molecule02","molecule49",48,60,30
"molecule02","molecule07",12,16,8
"molecule02","molecule34",17,22,11
"molecule02","molecule03",2,4,2
"molecule02","molecule10",12,16,8
"molecule02","molecule51",68,84,42
"molecule02","molecule57",53,66,33
"molecule02","molecule54",12,16,8
"molecule02","molecule64",63,78,39
"molecule02","molecule55",48,60,30
"molecule02","molecule17",12,16,8
"molecule02","molecule60",17,22,11
"molecule02","molecule37",22,28,14
"molecule02","molecule41",58,72,36
"molecule02","molecule44",17,22,11
"molecule02","molecule61",33,42,21
"molecule02","molecule36",17,22,11
"molecule02","molecule35",37,46,23
"molecule02","molecule20",17,22,11
"molecule02","molecule06",7,10,5
"molecule02","molecule29",9,14,7
"molecule02","molecule46",22,28,14
"molecule02","molecule43",6,10,8
"molecule02","molecule58",12,16,8
"molecule02","molecule01",10,12,6
"molecule02","molecule66",17,22,11
"molecule02","molecule67",37,46,23
"molecule02","molecule11",27,34,17
"molecule02","molecule59",17,22,11
"molecule02","molecule24",27,34,17
"molecule02","molecule08",27,34,17
"molecule02","molecule38",22,28,14
"molecule02","molecule12",12,16,8
"molecule02","molecule28",42,52,26
"molecule02","molecule56",53,66,33
"molecule02","molecule33",17,22,11
"molecule02","molecule27",42,52,26
"molecule02","molecule40",53,66,33
"molecule02","molecule05",15,18,9
"molecule02","molecule42",58,72,36
"molecule32","molecule18",11,16,11
"molecule32","molecule45",12,16,8
"molecule32","molecule25",10,12,6
"molecule32","molecule31",15,18,9
"molecule32","molecule22",10,12,6
"molecule32","molecule16",6,10,8
"molecule32","molecule65",2,4,2
"molecule32","molecule02",12,16,8
"molecule32","molecule48",36,44,22
"molecule32","molecule26",11,13,8
"molecule32","molecule19",7,11,10
"molecule32","molecule14",7,10,5
"molecule32","molecule04",7,10,5
"molecule32","molecule63",42,51,27
"molecule32","molecule00",25,30,15
"molecule32","molecule39",29,37,20
"molecule32","molecule50",46,56,28
"molecule32","molecule09",8,11,7
"molecule32","molecule47",31,38,19
"molecule32","molecule21",5,6,3
"molecule32","molecule13",17,22,11
"molecule32","molecule30",12,16,8
"molecule32","molecule52",57,69,36
"molecule32","molecule23",16,19,11
"molecule32","molecule15",14,18,14
"molecule32","molecule53",5,6,3
"molecule32","molecule62",36,44,22
"molecule32","molecule49",37,45,24
"molecule32","molecule07",6,10,8
"molecule32","molecule34",6,7,5
"molecule32","molecule03",10,12,6
"molecule32","molecule10",7,11,10
"molecule32","molecule51",56,68,34
"molecule32","molecule57",42,51,27
"molecule32","molecule54",3,5,4
"molecule32","molecule64",51,62,31
"molecule32","molecule55",36,44,22
"molecule32","molecule17",6,10,8
"molecule32","molecule60",8,11,7
"molecule32","molecule37",10,12,6
"molecule32","molecule41",46,56,28
"molecule32","molecule44",7,10,5
"molecule32","molecule61",24,31,17
"molecule32","molecule36",5,6,3
"molecule32","molecule35",26,31,17
"molecule32","molecule20",12,17,13
"molecule32","molecule06",7,10,5
"molecule32","molecule29",7,10,5
"molecule32","molecule46",13,17,10
"molecule32","molecule43",12,16,8
"molecule32","molecule58",2,4,2
"molecule32","molecule01",20,24,12
"molecule32","molecule66",8,11,7
"molecule32","molecule67",28,35,19
"molecule32","molecule11",20,25,19
"molecule32","molecule59",7,10,5
"molecule32","molecule24",15,18,9
"molecule32","molecule08",19,24,17
"molecule32","molecule38",11,13,8
"molecule32","molecule12",22,28,14
"molecule32","molecule28",31,37,20
"molecule32","molecule56",41,50,25
"molecule32","molecule33",5,6,3
"molecule32","molecule27",30,36,18
"molecule32","molecule40",41,50,25
"molecule32","molecule05",9,12,11
"molecule32","molecule42",47,57,30
"molecule48","molecule18",35,46,23
"molecule48","molecule45",30,40,20
"molecule48","molecule25",28,36,18
"molecule48","molecule31",51,62,31
"molecule48","molecule22",30,40,20
"molecule48","molecule16",40,52,26
"molecule48","molecule65",38,48,24
"molecule48","molecule02",48,60,30
"molecule48","molecule32",36,44,22
"molecule48","molecule26",30,38,22
"molecule48","molecule19",40,50,28
"molecule48","molecule14",43,54,27
"molecule48","molecule04",43,54,27
"molecule48","molecule63",7,8,7
"molecule48","molecule00",61,74,37
"molecule48","molecule39",12,16,8
"molecule48","molecule50",12,16,8
"molecule48","molecule09",43,52,29
"molecule48","molecule47",5,6,3
"molecule48","molecule21",33,42,21
"molecule48","molecule13",53,66,33
"molecule48","molecule30",48,60,30
"molecule48","molecule52",22,26,14
"molecule48","molecule23",27,36,21
"molecule48","molecule15",31,41,22
"molecule48","molecule53",41,50,25
"molecule48","molecule62",2,4,2
"molecule48","molecule49",2,2,4
"molecule48","molecule07",38,48,24
"molecule48","molecule34",33,40,23
"molecule48","molecule03",46,56,28
"molecule48","molecule10",40,50,28
"molecule48","molecule51",20,24,12
"molecule48","molecule57",7,8,7
"molecule48","molecule54",38,46,26
"molecule48","molecule64",17,22,11
"molecule48","molecule55",2,4,2
"molecule48","molecule17",38,48,24
"molecule48","molecule60",35,44,25
"molecule48","molecule37",28,36,18
"molecule48","molecule41",10,12,6
"molecule48","molecule44",35,46,23
"molecule48","molecule61",17,22,11
"molecule48","molecule36",33,42,21
"molecule48","molecule35",17,22,17
"molecule48","molecule20",37,48,27
"molecule48","molecule06",41,50,25
"molecule48","molecule29",43,54,27
"molecule48","molecule46",32,42,24
"molecule48","molecule43",48,60,30
"molecule48","molecule58",38,48,24
"molecule48","molecule01",56,68,34
"molecule48","molecule66",35,44,25
"molecule48","molecule67",19,26,19
"molecule48","molecule11",27,34,23
"molecule48","molecule59",33,42,21
"molecule48","molecule24",25,34,17
"molecule48","molecule08",24,31,17
"molecule48","molecule38",30,38,22
"molecule48","molecule12",58,72,36
"molecule48","molecule28",14,20,16
"molecule48","molecule56",5,6,3
"molecule48","molecule33",31,38,19
"molecule48","molecule27",11,17,10
"molecule48","molecule40",7,10,5
"molecule48","molecule05",33,42,21
"molecule48","molecule42",12,14,10
"molecule26","molecule18",9,12,9
"molecule26","molecule45",4,6,6
"molecule26","molecule25",2,2,4
"molecule26","molecule31",25,30,15
"molecule26","molecule22",3,5,4
"molecule26","molecule16",13,17,10
"molecule26","molecule65",11,13,8
"molecule26","molecule02",22,28,14
"molecule26","molecule32",11,13,8
"molecule26","molecule48",30,38,22
"molecule26","molecule19",10,12,6
"molecule26","molecule14",16,19,11
"molecule26","molecule04",18,23,13
"molecule26","molecule63",31,38,19
"molecule26","molecule00",35,42,21
"molecule26","molecule39",20,26,16
"molecule26","molecule50",41,53,28
"molecule26","molecule09",15,18,9
"molecule26","molecule47",26,35,19
"molecule26","molecule21",6,7,5
"molecule26","molecule13",25,30,15
"molecule26","molecule30",20,24,12
"molecule26","molecule52",48,60,30
"molecule26","molecule23",5,6,3
"molecule26","molecule15",7,11,12
"molecule26","molecule53",16,19,11
"molecule26","molecule62",29,37,20
"molecule26","molecule49",28,36,18
"molecule26","molecule07",14,18,12
"molecule26","molecule34",5,6,3
"molecule26","molecule03",21,25,14
"molecule26","molecule10",12,16,8
"molecule26","molecule51",50,62,34
"molecule26","molecule57",33,42,21
"molecule26","molecule54",10,12,6
"molecule26","molecule64",44,55,29
"molecule26","molecule55",31,41,22
"molecule26","molecule17",12,14,10
"molecule26","molecule60",7,10,5
"molecule26","molecule37",4,6,6
"molecule26","molecule41",38,46,26
"molecule26","molecule44",8,11,7
"molecule26","molecule61",15,20,13
"molecule26","molecule36",8,11,7
"molecule26","molecule35",17,22,11
"molecule26","molecule20",7,10,5
"molecule26","molecule06",17,20,13
"molecule26","molecule29",15,18,9
"molecule26","molecule46",2,4,2
"molecule26","molecule43",20,24,12
"molecule26","molecule58",13,17,10
"molecule26","molecule01",30,36,18
"molecule26","molecule66",5,6,3
"molecule26","molecule67",17,22,11
"molecule26","molecule11",11,16,13
"molecule26","molecule59",9,12,9
"molecule26","molecule24",7,8,7
"molecule26","molecule08",13,18,17
"molecule26","molecule38",2,4,2
"molecule26","molecule12",30,36,18
"molecule26","molecule28",20,24,12
"molecule26","molecule56",35,44,25
"molecule26","molecule33",7,8,7
"molecule26","molecule27",22,26,16
"molecule26","molecule40",34,43,23
"molecule26","molecule05",12,17,11
"molecule26","molecule42",36,44,22
"molecule19","molecule18",7,8,7
"molecule19","molecule45",12,14,10
"molecule19","molecule25",12,14,10
"molecule19","molecule31",19,24,17
"molecule19","molecule22",13,17,10
"molecule19","molecule16",3,5,4
"molecule19","molecule65",5,7,8
"molecule19","molecule02",12,16,8
"molecule19","molecule32",7,11,10
"molecule19","molecule48",40,50,28
"molecule19","molecule26",10,12,6
"molecule19","molecule14",6,7,5
"molecule19","molecule04",8,11,7
"molecule19","molecule63",41,50,25
"molecule19","molecule00",25,30,15
"molecule19","molecule39",30,38,22
"molecule19","molecule50",51,65,34
"molecule19","molecule09",5,6,3
"molecule19","molecule47",36,47,25
"molecule19","molecule21",8,11,7
"molecule19","molecule13",15,18,9
"molecule19","molecule30",14,18,14
"molecule19","molecule52",58,72,36
"molecule19","molecule23",15,18,9
"molecule19","molecule15",13,17,10
"molecule19","molecule53",10,13,11
"molecule19","molecule62",39,49,26
"molecule19","molecule49",38,48,24
"molecule19","molecule07",4,6,6
"molecule19","molecule34",7,10,5
"molecule19","molecule03",11,13,8
"molecule19","molecule10",2,4,2
"molecule19","molecule51",60,74,40
"molecule19","molecule57",43,54,27
"molecule19","molecule54",4,6,6
"molecule19","molecule64",54,67,35
"molecule19","molecule55",41,53,28
"molecule19","molecule17",2,2,4
"molecule19","molecule60",7,10,5
"molecule19","molecule37",14,18,12
"molecule19","molecule41",48,58,32
"molecule19","molecule44",8,11,7
"molecule19","molecule61",25,32,19
"molecule19","molecule36",10,15,9
"molecule19","molecule35",27,34,17
"molecule19","molecule20",5,6,3
"molecule19","molecule06",7,8,7
"molecule19","molecule29",10,13,11
"molecule19","molecule46",10,12,6
"molecule19","molecule43",14,18,12
"molecule19","molecule58",7,11,10
"molecule19","molecule01",20,24,12
"molecule19","molecule66",5,6,3
"molecule19","molecule67",25,30,15
"molecule19","molecule11",17,22,11
"molecule19","molecule59",9,12,9
"molecule19","molecule24",17,20,13
"molecule19","molecule08",19,24,15
"molecule19","molecule38",12,16,8
"molecule19","molecule12",20,24,12
"molecule19","molecule28",30,36,18
"molecule19","molecule56",45,56,31
"molecule19","molecule33",9,12,9
"molecule19","molecule27",32,38,22
"molecule19","molecule40",44,55,29
"molecule19","molecule05",10,15,9
"molecule19","molecule42",46,56,28
"molecule14","molecule18",10,12,6
"molecule14","molecule45",15,18,9
"molecule14","molecule25",15,18,9
"molecule14","molecule31",14,18,14
"molecule14","molecule22",15,18,9
"molecule14","molecule16",5,6,3
"molecule14","molecule65",5,6,3
"molecule14","molecule02",7,10,5
"molecule14","molecule32",7,10,5
"molecule14","molecule48",43,54,27
"molecule14","molecule26",16,19,11
"molecule14","molecule19",6,7,5
"molecule14","molecule04",2,4,2
"molecule14","molecule63",47,57,30
"molecule14","molecule00",20,24,12
"molecule14","molecule39",34,43,23
"molecule14","molecule50",53,66,33
